county,precinct,office,district,candidate,party,votes
Wayne,"City of Hamtramck, Precinct 6",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Hamtramck, Precinct 6",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Hamtramck, Precinct 6",Straight Party,"",Green Party,GRN,2
Wayne,"City of Hamtramck, Precinct 6",Straight Party,"",Natural Law Party,NLP,2
Wayne,"City of Hamtramck, Precinct 6",Straight Party,"",Write-Ins,"",0
Wayne,"City of Hamtramck, Precinct 7",Straight Party,"",Democrat Party,DEM,643
Wayne,"City of Hamtramck, Precinct 7",Straight Party,"",Republican Party,REP,57
Wayne,"City of Hamtramck, Precinct 7",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Hamtramck, Precinct 7",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"City of Hamtramck, Precinct 7",Straight Party,"",Working Class Party,WCP,2
Wayne,"City of Hamtramck, Precinct 7",Straight Party,"",Green Party,GRN,6
Wayne,"City of Hamtramck, Precinct 7",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Hamtramck, Precinct 7",Straight Party,"",Write-Ins,"",0
Wayne,"City of Harper Woods, Precinct 1",Straight Party,"",Democrat Party,DEM,750
Wayne,"City of Harper Woods, Precinct 1",Straight Party,"",Republican Party,REP,63
Wayne,"City of Harper Woods, Precinct 1",Straight Party,"",Libertarian Party,LIB,5
Wayne,"City of Harper Woods, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Harper Woods, Precinct 1",Straight Party,"",Working Class Party,WCP,7
Wayne,"City of Harper Woods, Precinct 1",Straight Party,"",Green Party,GRN,2
Wayne,"City of Harper Woods, Precinct 1",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Harper Woods, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"City of Harper Woods, Precinct 2",Straight Party,"",Democrat Party,DEM,715
Wayne,"City of Harper Woods, Precinct 2",Straight Party,"",Republican Party,REP,97
Wayne,"City of Harper Woods, Precinct 2",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Harper Woods, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"City of Harper Woods, Precinct 2",Straight Party,"",Working Class Party,WCP,6
Wayne,"City of Harper Woods, Precinct 2",Straight Party,"",Green Party,GRN,3
Wayne,"City of Harper Woods, Precinct 2",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Harper Woods, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"City of Harper Woods, Precinct 3",Straight Party,"",Democrat Party,DEM,858
Wayne,"City of Harper Woods, Precinct 3",Straight Party,"",Republican Party,REP,119
Wayne,"City of Harper Woods, Precinct 3",Straight Party,"",Libertarian Party,LIB,7
Wayne,"City of Harper Woods, Precinct 3",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Harper Woods, Precinct 3",Straight Party,"",Working Class Party,WCP,4
Wayne,"City of Harper Woods, Precinct 3",Straight Party,"",Green Party,GRN,1
Wayne,"City of Harper Woods, Precinct 3",Straight Party,"",Natural Law Party,NLP,3
Wayne,"City of Harper Woods, Precinct 3",Straight Party,"",Write-Ins,"",0
Wayne,"City of Harper Woods, Precinct 4",Straight Party,"",Democrat Party,DEM,730
Wayne,"City of Harper Woods, Precinct 4",Straight Party,"",Republican Party,REP,114
Wayne,"City of Harper Woods, Precinct 4",Straight Party,"",Libertarian Party,LIB,0
Wayne,"City of Harper Woods, Precinct 4",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Harper Woods, Precinct 4",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Harper Woods, Precinct 4",Straight Party,"",Green Party,GRN,1
Wayne,"City of Harper Woods, Precinct 4",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Harper Woods, Precinct 4",Straight Party,"",Write-Ins,"",0
Wayne,"City of Harper Woods, Precinct 5",Straight Party,"",Democrat Party,DEM,936
Wayne,"City of Harper Woods, Precinct 5",Straight Party,"",Republican Party,REP,164
Wayne,"City of Harper Woods, Precinct 5",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Harper Woods, Precinct 5",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Harper Woods, Precinct 5",Straight Party,"",Working Class Party,WCP,5
Wayne,"City of Harper Woods, Precinct 5",Straight Party,"",Green Party,GRN,2
Wayne,"City of Harper Woods, Precinct 5",Straight Party,"",Natural Law Party,NLP,2
Wayne,"City of Harper Woods, Precinct 5",Straight Party,"",Write-Ins,"",0
Wayne,"City of Harper Woods, Precinct 6",Straight Party,"",Democrat Party,DEM,903
Wayne,"City of Harper Woods, Precinct 6",Straight Party,"",Republican Party,REP,154
Wayne,"City of Harper Woods, Precinct 6",Straight Party,"",Libertarian Party,LIB,1
Wayne,"City of Harper Woods, Precinct 6",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Harper Woods, Precinct 6",Straight Party,"",Working Class Party,WCP,6
Wayne,"City of Harper Woods, Precinct 6",Straight Party,"",Green Party,GRN,3
Wayne,"City of Harper Woods, Precinct 6",Straight Party,"",Natural Law Party,NLP,4
Wayne,"City of Harper Woods, Precinct 6",Straight Party,"",Write-Ins,"",0
Wayne,"City of Highland Park, Precinct 1",Straight Party,"",Democrat Party,DEM,502
Wayne,"City of Highland Park, Precinct 1",Straight Party,"",Republican Party,REP,10
Wayne,"City of Highland Park, Precinct 1",Straight Party,"",Libertarian Party,LIB,1
Wayne,"City of Highland Park, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Highland Park, Precinct 1",Straight Party,"",Working Class Party,WCP,4
Wayne,"City of Highland Park, Precinct 1",Straight Party,"",Green Party,GRN,0
Wayne,"City of Highland Park, Precinct 1",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Highland Park, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"City of Highland Park, Precinct 2",Straight Party,"",Democrat Party,DEM,518
Wayne,"City of Highland Park, Precinct 2",Straight Party,"",Republican Party,REP,13
Wayne,"City of Highland Park, Precinct 2",Straight Party,"",Libertarian Party,LIB,1
Wayne,"City of Highland Park, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,7
Wayne,"City of Highland Park, Precinct 2",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Highland Park, Precinct 2",Straight Party,"",Green Party,GRN,3
Wayne,"City of Highland Park, Precinct 2",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Highland Park, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"City of Highland Park, Precinct 3",Straight Party,"",Democrat Party,DEM,747
Wayne,"City of Highland Park, Precinct 3",Straight Party,"",Republican Party,REP,29
Wayne,"City of Highland Park, Precinct 3",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Highland Park, Precinct 3",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Highland Park, Precinct 3",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Highland Park, Precinct 3",Straight Party,"",Green Party,GRN,3
Wayne,"City of Highland Park, Precinct 3",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Highland Park, Precinct 3",Straight Party,"",Write-Ins,"",0
Wayne,"City of Highland Park, Precinct 4",Straight Party,"",Democrat Party,DEM,512
Wayne,"City of Highland Park, Precinct 4",Straight Party,"",Republican Party,REP,12
Wayne,"City of Highland Park, Precinct 4",Straight Party,"",Libertarian Party,LIB,1
Wayne,"City of Highland Park, Precinct 4",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Highland Park, Precinct 4",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Highland Park, Precinct 4",Straight Party,"",Green Party,GRN,0
Wayne,"City of Highland Park, Precinct 4",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Highland Park, Precinct 4",Straight Party,"",Write-Ins,"",0
Wayne,"City of Highland Park, Precinct 5",Straight Party,"",Democrat Party,DEM,373
Wayne,"City of Highland Park, Precinct 5",Straight Party,"",Republican Party,REP,17
Wayne,"City of Highland Park, Precinct 5",Straight Party,"",Libertarian Party,LIB,1
Wayne,"City of Highland Park, Precinct 5",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Highland Park, Precinct 5",Straight Party,"",Working Class Party,WCP,8
Wayne,"City of Highland Park, Precinct 5",Straight Party,"",Green Party,GRN,3
Wayne,"City of Highland Park, Precinct 5",Straight Party,"",Natural Law Party,NLP,2
Wayne,"City of Highland Park, Precinct 5",Straight Party,"",Write-Ins,"",0
Wayne,"City of Highland Park, Precinct 6",Straight Party,"",Democrat Party,DEM,476
Wayne,"City of Highland Park, Precinct 6",Straight Party,"",Republican Party,REP,15
Wayne,"City of Highland Park, Precinct 6",Straight Party,"",Libertarian Party,LIB,1
Wayne,"City of Highland Park, Precinct 6",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"City of Highland Park, Precinct 6",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Highland Park, Precinct 6",Straight Party,"",Green Party,GRN,3
Wayne,"City of Highland Park, Precinct 6",Straight Party,"",Natural Law Party,NLP,3
Wayne,"City of Highland Park, Precinct 6",Straight Party,"",Write-Ins,"",0
Wayne,"Charter Township of Huron, Precinct 1",Straight Party,"",Democrat Party,DEM,283
Wayne,"Charter Township of Huron, Precinct 1",Straight Party,"",Republican Party,REP,522
Wayne,"Charter Township of Huron, Precinct 1",Straight Party,"",Libertarian Party,LIB,11
Wayne,"Charter Township of Huron, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"Charter Township of Huron, Precinct 1",Straight Party,"",Working Class Party,WCP,4
Wayne,"Charter Township of Huron, Precinct 1",Straight Party,"",Green Party,GRN,3
Wayne,"Charter Township of Huron, Precinct 1",Straight Party,"",Natural Law Party,NLP,1
Wayne,"Charter Township of Huron, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"Charter Township of Huron, Precinct 2",Straight Party,"",Democrat Party,DEM,352
Wayne,"Charter Township of Huron, Precinct 2",Straight Party,"",Republican Party,REP,566
Wayne,"Charter Township of Huron, Precinct 2",Straight Party,"",Libertarian Party,LIB,10
Wayne,"Charter Township of Huron, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"Charter Township of Huron, Precinct 2",Straight Party,"",Working Class Party,WCP,5
Wayne,"Charter Township of Huron, Precinct 2",Straight Party,"",Green Party,GRN,1
Wayne,"Charter Township of Huron, Precinct 2",Straight Party,"",Natural Law Party,NLP,0
Wayne,"Charter Township of Huron, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"Charter Township of Huron, Precinct 3",Straight Party,"",Democrat Party,DEM,350
Wayne,"Charter Township of Huron, Precinct 3",Straight Party,"",Republican Party,REP,466
Wayne,"Charter Township of Huron, Precinct 3",Straight Party,"",Libertarian Party,LIB,2
Wayne,"Charter Township of Huron, Precinct 3",Straight Party,"",U.S. Taxpayers Party,UST,3
Wayne,"Charter Township of Huron, Precinct 3",Straight Party,"",Working Class Party,WCP,4
Wayne,"Charter Township of Huron, Precinct 3",Straight Party,"",Green Party,GRN,0
Wayne,"Charter Township of Huron, Precinct 3",Straight Party,"",Natural Law Party,NLP,0
Wayne,"Charter Township of Huron, Precinct 3",Straight Party,"",Write-Ins,"",0
Wayne,"Charter Township of Huron, Precinct 4",Straight Party,"",Democrat Party,DEM,289
Wayne,"Charter Township of Huron, Precinct 4",Straight Party,"",Republican Party,REP,486
Wayne,"Charter Township of Huron, Precinct 4",Straight Party,"",Libertarian Party,LIB,7
Wayne,"Charter Township of Huron, Precinct 4",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"Charter Township of Huron, Precinct 4",Straight Party,"",Working Class Party,WCP,3
Wayne,"Charter Township of Huron, Precinct 4",Straight Party,"",Green Party,GRN,2
Wayne,"Charter Township of Huron, Precinct 4",Straight Party,"",Natural Law Party,NLP,0
Wayne,"Charter Township of Huron, Precinct 4",Straight Party,"",Write-Ins,"",0
Wayne,"Charter Township of Huron, Precinct 5",Straight Party,"",Democrat Party,DEM,315
Wayne,"Charter Township of Huron, Precinct 5",Straight Party,"",Republican Party,REP,505
Wayne,"Charter Township of Huron, Precinct 5",Straight Party,"",Libertarian Party,LIB,4
Wayne,"Charter Township of Huron, Precinct 5",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"Charter Township of Huron, Precinct 5",Straight Party,"",Working Class Party,WCP,6
Wayne,"Charter Township of Huron, Precinct 5",Straight Party,"",Green Party,GRN,3
Wayne,"Charter Township of Huron, Precinct 5",Straight Party,"",Natural Law Party,NLP,1
Wayne,"Charter Township of Huron, Precinct 5",Straight Party,"",Write-Ins,"",0
Wayne,"Charter Township of Huron, Precinct 6",Straight Party,"",Democrat Party,DEM,200
Wayne,"Charter Township of Huron, Precinct 6",Straight Party,"",Republican Party,REP,233
Wayne,"Charter Township of Huron, Precinct 6",Straight Party,"",Libertarian Party,LIB,2
Wayne,"Charter Township of Huron, Precinct 6",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"Charter Township of Huron, Precinct 6",Straight Party,"",Working Class Party,WCP,3
Wayne,"Charter Township of Huron, Precinct 6",Straight Party,"",Green Party,GRN,0
Wayne,"Charter Township of Huron, Precinct 6",Straight Party,"",Natural Law Party,NLP,0
Wayne,"Charter Township of Huron, Precinct 6",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 1, Precinct 1",Straight Party,"",Democrat Party,DEM,593
Wayne,"City of Inkster, District 1, Precinct 1",Straight Party,"",Republican Party,REP,29
Wayne,"City of Inkster, District 1, Precinct 1",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Inkster, District 1, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Inkster, District 1, Precinct 1",Straight Party,"",Working Class Party,WCP,11
Wayne,"City of Inkster, District 1, Precinct 1",Straight Party,"",Green Party,GRN,2
Wayne,"City of Inkster, District 1, Precinct 1",Straight Party,"",Natural Law Party,NLP,3
Wayne,"City of Inkster, District 1, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 1, Precinct 2",Straight Party,"",Democrat Party,DEM,390
Wayne,"City of Inkster, District 1, Precinct 2",Straight Party,"",Republican Party,REP,15
Wayne,"City of Inkster, District 1, Precinct 2",Straight Party,"",Libertarian Party,LIB,1
Wayne,"City of Inkster, District 1, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Inkster, District 1, Precinct 2",Straight Party,"",Working Class Party,WCP,8
Wayne,"City of Inkster, District 1, Precinct 2",Straight Party,"",Green Party,GRN,1
Wayne,"City of Inkster, District 1, Precinct 2",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Inkster, District 1, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 2, Precinct 1",Straight Party,"",Democrat Party,DEM,756
Wayne,"City of Inkster, District 2, Precinct 1",Straight Party,"",Republican Party,REP,57
Wayne,"City of Inkster, District 2, Precinct 1",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Inkster, District 2, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Inkster, District 2, Precinct 1",Straight Party,"",Working Class Party,WCP,6
Wayne,"City of Inkster, District 2, Precinct 1",Straight Party,"",Green Party,GRN,3
Wayne,"City of Inkster, District 2, Precinct 1",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Inkster, District 2, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 2, Precinct 2",Straight Party,"",Democrat Party,DEM,834
Wayne,"City of Inkster, District 2, Precinct 2",Straight Party,"",Republican Party,REP,44
Wayne,"City of Inkster, District 2, Precinct 2",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Inkster, District 2, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Inkster, District 2, Precinct 2",Straight Party,"",Working Class Party,WCP,5
Wayne,"City of Inkster, District 2, Precinct 2",Straight Party,"",Green Party,GRN,2
Wayne,"City of Inkster, District 2, Precinct 2",Straight Party,"",Natural Law Party,NLP,4
Wayne,"City of Inkster, District 2, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 3, Precinct 1",Straight Party,"",Democrat Party,DEM,750
Wayne,"City of Inkster, District 3, Precinct 1",Straight Party,"",Republican Party,REP,40
Wayne,"City of Inkster, District 3, Precinct 1",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Inkster, District 3, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Inkster, District 3, Precinct 1",Straight Party,"",Working Class Party,WCP,6
Wayne,"City of Inkster, District 3, Precinct 1",Straight Party,"",Green Party,GRN,2
Wayne,"City of Inkster, District 3, Precinct 1",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Inkster, District 3, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 3, Precinct 2",Straight Party,"",Democrat Party,DEM,719
Wayne,"City of Inkster, District 3, Precinct 2",Straight Party,"",Republican Party,REP,36
Wayne,"City of Inkster, District 3, Precinct 2",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Inkster, District 3, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Inkster, District 3, Precinct 2",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Inkster, District 3, Precinct 2",Straight Party,"",Green Party,GRN,1
Wayne,"City of Inkster, District 3, Precinct 2",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Inkster, District 3, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 4, Precinct 1",Straight Party,"",Democrat Party,DEM,793
Wayne,"City of Inkster, District 4, Precinct 1",Straight Party,"",Republican Party,REP,106
Wayne,"City of Inkster, District 4, Precinct 1",Straight Party,"",Libertarian Party,LIB,7
Wayne,"City of Inkster, District 4, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,6
Wayne,"City of Inkster, District 4, Precinct 1",Straight Party,"",Working Class Party,WCP,9
Wayne,"City of Inkster, District 4, Precinct 1",Straight Party,"",Green Party,GRN,0
Wayne,"City of Inkster, District 4, Precinct 1",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Inkster, District 4, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 4, Precinct 2",Straight Party,"",Democrat Party,DEM,672
Wayne,"City of Inkster, District 4, Precinct 2",Straight Party,"",Republican Party,REP,84
Wayne,"City of Inkster, District 4, Precinct 2",Straight Party,"",Libertarian Party,LIB,5
Wayne,"City of Inkster, District 4, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"City of Inkster, District 4, Precinct 2",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Inkster, District 4, Precinct 2",Straight Party,"",Green Party,GRN,1
Wayne,"City of Inkster, District 4, Precinct 2",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Inkster, District 4, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 5, Precinct 1",Straight Party,"",Democrat Party,DEM,987
Wayne,"City of Inkster, District 5, Precinct 1",Straight Party,"",Republican Party,REP,61
Wayne,"City of Inkster, District 5, Precinct 1",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Inkster, District 5, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Inkster, District 5, Precinct 1",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Inkster, District 5, Precinct 1",Straight Party,"",Green Party,GRN,4
Wayne,"City of Inkster, District 5, Precinct 1",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Inkster, District 5, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 6, Precinct 1",Straight Party,"",Democrat Party,DEM,681
Wayne,"City of Inkster, District 6, Precinct 1",Straight Party,"",Republican Party,REP,44
Wayne,"City of Inkster, District 6, Precinct 1",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Inkster, District 6, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Inkster, District 6, Precinct 1",Straight Party,"",Working Class Party,WCP,11
Wayne,"City of Inkster, District 6, Precinct 1",Straight Party,"",Green Party,GRN,1
Wayne,"City of Inkster, District 6, Precinct 1",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Inkster, District 6, Precinct 1",Straight Party,"",Write-Ins,"",0
Wayne,"City of Inkster, District 6, Precinct 2",Straight Party,"",Democrat Party,DEM,607
Wayne,"City of Inkster, District 6, Precinct 2",Straight Party,"",Republican Party,REP,73
Wayne,"City of Inkster, District 6, Precinct 2",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Inkster, District 6, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Inkster, District 6, Precinct 2",Straight Party,"",Working Class Party,WCP,7
Wayne,"City of Inkster, District 6, Precinct 2",Straight Party,"",Green Party,GRN,1
Wayne,"City of Inkster, District 6, Precinct 2",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Inkster, District 6, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 2",Straight Party,"",Democrat Party,DEM,852
Wayne,"City of Lincoln Park, Precinct 2",Straight Party,"",Republican Party,REP,306
Wayne,"City of Lincoln Park, Precinct 2",Straight Party,"",Libertarian Party,LIB,10
Wayne,"City of Lincoln Park, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,6
Wayne,"City of Lincoln Park, Precinct 2",Straight Party,"",Working Class Party,WCP,12
Wayne,"City of Lincoln Park, Precinct 2",Straight Party,"",Green Party,GRN,4
Wayne,"City of Lincoln Park, Precinct 2",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Lincoln Park, Precinct 2",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 4",Straight Party,"",Democrat Party,DEM,453
Wayne,"City of Lincoln Park, Precinct 4",Straight Party,"",Republican Party,REP,240
Wayne,"City of Lincoln Park, Precinct 4",Straight Party,"",Libertarian Party,LIB,13
Wayne,"City of Lincoln Park, Precinct 4",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"City of Lincoln Park, Precinct 4",Straight Party,"",Working Class Party,WCP,8
Wayne,"City of Lincoln Park, Precinct 4",Straight Party,"",Green Party,GRN,6
Wayne,"City of Lincoln Park, Precinct 4",Straight Party,"",Natural Law Party,NLP,2
Wayne,"City of Lincoln Park, Precinct 4",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 6",Straight Party,"",Democrat Party,DEM,578
Wayne,"City of Lincoln Park, Precinct 6",Straight Party,"",Republican Party,REP,332
Wayne,"City of Lincoln Park, Precinct 6",Straight Party,"",Libertarian Party,LIB,6
Wayne,"City of Lincoln Park, Precinct 6",Straight Party,"",U.S. Taxpayers Party,UST,3
Wayne,"City of Lincoln Park, Precinct 6",Straight Party,"",Working Class Party,WCP,12
Wayne,"City of Lincoln Park, Precinct 6",Straight Party,"",Green Party,GRN,0
Wayne,"City of Lincoln Park, Precinct 6",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Lincoln Park, Precinct 6",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 8",Straight Party,"",Democrat Party,DEM,511
Wayne,"City of Lincoln Park, Precinct 8",Straight Party,"",Republican Party,REP,330
Wayne,"City of Lincoln Park, Precinct 8",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Lincoln Park, Precinct 8",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Lincoln Park, Precinct 8",Straight Party,"",Working Class Party,WCP,14
Wayne,"City of Lincoln Park, Precinct 8",Straight Party,"",Green Party,GRN,6
Wayne,"City of Lincoln Park, Precinct 8",Straight Party,"",Natural Law Party,NLP,2
Wayne,"City of Lincoln Park, Precinct 8",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 10",Straight Party,"",Democrat Party,DEM,571
Wayne,"City of Lincoln Park, Precinct 10",Straight Party,"",Republican Party,REP,332
Wayne,"City of Lincoln Park, Precinct 10",Straight Party,"",Libertarian Party,LIB,11
Wayne,"City of Lincoln Park, Precinct 10",Straight Party,"",U.S. Taxpayers Party,UST,3
Wayne,"City of Lincoln Park, Precinct 10",Straight Party,"",Working Class Party,WCP,5
Wayne,"City of Lincoln Park, Precinct 10",Straight Party,"",Green Party,GRN,2
Wayne,"City of Lincoln Park, Precinct 10",Straight Party,"",Natural Law Party,NLP,3
Wayne,"City of Lincoln Park, Precinct 10",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 12",Straight Party,"",Democrat Party,DEM,587
Wayne,"City of Lincoln Park, Precinct 12",Straight Party,"",Republican Party,REP,325
Wayne,"City of Lincoln Park, Precinct 12",Straight Party,"",Libertarian Party,LIB,7
Wayne,"City of Lincoln Park, Precinct 12",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"City of Lincoln Park, Precinct 12",Straight Party,"",Working Class Party,WCP,9
Wayne,"City of Lincoln Park, Precinct 12",Straight Party,"",Green Party,GRN,1
Wayne,"City of Lincoln Park, Precinct 12",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Lincoln Park, Precinct 12",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 14",Straight Party,"",Democrat Party,DEM,562
Wayne,"City of Lincoln Park, Precinct 14",Straight Party,"",Republican Party,REP,346
Wayne,"City of Lincoln Park, Precinct 14",Straight Party,"",Libertarian Party,LIB,10
Wayne,"City of Lincoln Park, Precinct 14",Straight Party,"",U.S. Taxpayers Party,UST,10
Wayne,"City of Lincoln Park, Precinct 14",Straight Party,"",Working Class Party,WCP,8
Wayne,"City of Lincoln Park, Precinct 14",Straight Party,"",Green Party,GRN,1
Wayne,"City of Lincoln Park, Precinct 14",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Lincoln Park, Precinct 14",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 16",Straight Party,"",Democrat Party,DEM,704
Wayne,"City of Lincoln Park, Precinct 16",Straight Party,"",Republican Party,REP,429
Wayne,"City of Lincoln Park, Precinct 16",Straight Party,"",Libertarian Party,LIB,16
Wayne,"City of Lincoln Park, Precinct 16",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"City of Lincoln Park, Precinct 16",Straight Party,"",Working Class Party,WCP,6
Wayne,"City of Lincoln Park, Precinct 16",Straight Party,"",Green Party,GRN,2
Wayne,"City of Lincoln Park, Precinct 16",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Lincoln Park, Precinct 16",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 18",Straight Party,"",Democrat Party,DEM,727
Wayne,"City of Lincoln Park, Precinct 18",Straight Party,"",Republican Party,REP,474
Wayne,"City of Lincoln Park, Precinct 18",Straight Party,"",Libertarian Party,LIB,6
Wayne,"City of Lincoln Park, Precinct 18",Straight Party,"",U.S. Taxpayers Party,UST,4
Wayne,"City of Lincoln Park, Precinct 18",Straight Party,"",Working Class Party,WCP,14
Wayne,"City of Lincoln Park, Precinct 18",Straight Party,"",Green Party,GRN,5
Wayne,"City of Lincoln Park, Precinct 18",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Lincoln Park, Precinct 18",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 20",Straight Party,"",Democrat Party,DEM,464
