county,precinct,office,district,candidate,party,votes
Wayne,"City of Southgate, Precinct 11",U.S. House,12,Gary Walkowicz,WCP,23
Wayne,"City of Southgate, Precinct 11",U.S. House,12,Write-Ins,"",0
Wayne,"Township of Sumpter, Precinct 1",U.S. House,12,Debbie Dingell,DEM,484
Wayne,"Township of Sumpter, Precinct 1",U.S. House,12,Jeff Jones,REP,482
Wayne,"Township of Sumpter, Precinct 1",U.S. House,12,Gary Walkowicz,WCP,32
Wayne,"Township of Sumpter, Precinct 1",U.S. House,12,Write-Ins,"",1
Wayne,"Township of Sumpter, Precinct 2",U.S. House,12,Debbie Dingell,DEM,334
Wayne,"Township of Sumpter, Precinct 2",U.S. House,12,Jeff Jones,REP,416
Wayne,"Township of Sumpter, Precinct 2",U.S. House,12,Gary Walkowicz,WCP,30
Wayne,"Township of Sumpter, Precinct 2",U.S. House,12,Write-Ins,"",1
Wayne,"Township of Sumpter, Precinct 3",U.S. House,12,Debbie Dingell,DEM,419
Wayne,"Township of Sumpter, Precinct 3",U.S. House,12,Jeff Jones,REP,465
Wayne,"Township of Sumpter, Precinct 3",U.S. House,12,Gary Walkowicz,WCP,32
Wayne,"Township of Sumpter, Precinct 3",U.S. House,12,Write-Ins,"",1
Wayne,"Township of Sumpter, Precinct 4",U.S. House,12,Debbie Dingell,DEM,203
Wayne,"Township of Sumpter, Precinct 4",U.S. House,12,Jeff Jones,REP,305
Wayne,"Township of Sumpter, Precinct 4",U.S. House,12,Gary Walkowicz,WCP,25
Wayne,"Township of Sumpter, Precinct 4",U.S. House,12,Write-Ins,"",1
Wayne,"Township of Sumpter, Precinct 5",U.S. House,12,Debbie Dingell,DEM,330
Wayne,"Township of Sumpter, Precinct 5",U.S. House,12,Jeff Jones,REP,246
Wayne,"Township of Sumpter, Precinct 5",U.S. House,12,Gary Walkowicz,WCP,35
Wayne,"Township of Sumpter, Precinct 5",U.S. House,12,Write-Ins,"",2
Wayne,"Township of Sumpter, Precinct 6",U.S. House,12,Debbie Dingell,DEM,498
Wayne,"Township of Sumpter, Precinct 6",U.S. House,12,Jeff Jones,REP,739
Wayne,"Township of Sumpter, Precinct 6",U.S. House,12,Gary Walkowicz,WCP,53
Wayne,"Township of Sumpter, Precinct 6",U.S. House,12,Write-Ins,"",4
Wayne,"City of Taylor, Precinct 1",U.S. House,12,Debbie Dingell,DEM,700
Wayne,"City of Taylor, Precinct 1",U.S. House,12,Jeff Jones,REP,665
Wayne,"City of Taylor, Precinct 1",U.S. House,12,Gary Walkowicz,WCP,82
Wayne,"City of Taylor, Precinct 1",U.S. House,12,Write-Ins,"",3
Wayne,"City of Taylor, Precinct 2",U.S. House,12,Debbie Dingell,DEM,519
Wayne,"City of Taylor, Precinct 2",U.S. House,12,Jeff Jones,REP,511
Wayne,"City of Taylor, Precinct 2",U.S. House,12,Gary Walkowicz,WCP,66
Wayne,"City of Taylor, Precinct 2",U.S. House,12,Write-Ins,"",3
Wayne,"City of Taylor, Precinct 3",U.S. House,12,Debbie Dingell,DEM,836
Wayne,"City of Taylor, Precinct 3",U.S. House,12,Jeff Jones,REP,490
Wayne,"City of Taylor, Precinct 3",U.S. House,12,Gary Walkowicz,WCP,47
Wayne,"City of Taylor, Precinct 3",U.S. House,12,Write-Ins,"",5
Wayne,"City of Taylor, Precinct 4",U.S. House,12,Debbie Dingell,DEM,902
Wayne,"City of Taylor, Precinct 4",U.S. House,12,Jeff Jones,REP,793
Wayne,"City of Taylor, Precinct 4",U.S. House,12,Gary Walkowicz,WCP,60
Wayne,"City of Taylor, Precinct 4",U.S. House,12,Write-Ins,"",2
Wayne,"City of Taylor, Precinct 5",U.S. House,12,Debbie Dingell,DEM,669
Wayne,"City of Taylor, Precinct 5",U.S. House,12,Jeff Jones,REP,620
Wayne,"City of Taylor, Precinct 5",U.S. House,12,Gary Walkowicz,WCP,48
Wayne,"City of Taylor, Precinct 5",U.S. House,12,Write-Ins,"",0
Wayne,"City of Taylor, Precinct 6",U.S. House,12,Debbie Dingell,DEM,587
Wayne,"City of Taylor, Precinct 6",U.S. House,12,Jeff Jones,REP,327
Wayne,"City of Taylor, Precinct 6",U.S. House,12,Gary Walkowicz,WCP,43
Wayne,"City of Taylor, Precinct 6",U.S. House,12,Write-Ins,"",2
Wayne,"City of Taylor, Precinct 7",U.S. House,12,Debbie Dingell,DEM,891
Wayne,"City of Taylor, Precinct 7",U.S. House,12,Jeff Jones,REP,728
Wayne,"City of Taylor, Precinct 7",U.S. House,12,Gary Walkowicz,WCP,91
Wayne,"City of Taylor, Precinct 7",U.S. House,12,Write-Ins,"",2
Wayne,"City of Taylor, Precinct 8",U.S. House,12,Debbie Dingell,DEM,472
Wayne,"City of Taylor, Precinct 8",U.S. House,12,Jeff Jones,REP,404
Wayne,"City of Taylor, Precinct 8",U.S. House,12,Gary Walkowicz,WCP,28
Wayne,"City of Taylor, Precinct 8",U.S. House,12,Write-Ins,"",5
Wayne,"City of Taylor, Precinct 9",U.S. House,12,Debbie Dingell,DEM,550
Wayne,"City of Taylor, Precinct 9",U.S. House,12,Jeff Jones,REP,500
Wayne,"City of Taylor, Precinct 9",U.S. House,12,Gary Walkowicz,WCP,51
Wayne,"City of Taylor, Precinct 9",U.S. House,12,Write-Ins,"",0
Wayne,"City of Taylor, Precinct 10",U.S. House,12,Debbie Dingell,DEM,758
Wayne,"City of Taylor, Precinct 10",U.S. House,12,Jeff Jones,REP,650
Wayne,"City of Taylor, Precinct 10",U.S. House,12,Gary Walkowicz,WCP,54
Wayne,"City of Taylor, Precinct 10",U.S. House,12,Write-Ins,"",2
Wayne,"City of Taylor, Precinct 11",U.S. House,12,Debbie Dingell,DEM,439
Wayne,"City of Taylor, Precinct 11",U.S. House,12,Jeff Jones,REP,472
Wayne,"City of Taylor, Precinct 11",U.S. House,12,Gary Walkowicz,WCP,38
Wayne,"City of Taylor, Precinct 11",U.S. House,12,Write-Ins,"",4
Wayne,"City of Taylor, Precinct 12",U.S. House,12,Debbie Dingell,DEM,694
Wayne,"City of Taylor, Precinct 12",U.S. House,12,Jeff Jones,REP,614
Wayne,"City of Taylor, Precinct 12",U.S. House,12,Gary Walkowicz,WCP,68
Wayne,"City of Taylor, Precinct 12",U.S. House,12,Write-Ins,"",3
Wayne,"City of Taylor, Precinct 13",U.S. House,12,Debbie Dingell,DEM,878
Wayne,"City of Taylor, Precinct 13",U.S. House,12,Jeff Jones,REP,561
Wayne,"City of Taylor, Precinct 13",U.S. House,12,Gary Walkowicz,WCP,63
Wayne,"City of Taylor, Precinct 13",U.S. House,12,Write-Ins,"",3
Wayne,"City of Taylor, Precinct 14",U.S. House,12,Debbie Dingell,DEM,1012
Wayne,"City of Taylor, Precinct 14",U.S. House,12,Jeff Jones,REP,690
Wayne,"City of Taylor, Precinct 14",U.S. House,12,Gary Walkowicz,WCP,71
Wayne,"City of Taylor, Precinct 14",U.S. House,12,Write-Ins,"",0
Wayne,"City of Taylor, Precinct 15",U.S. House,12,Debbie Dingell,DEM,741
Wayne,"City of Taylor, Precinct 15",U.S. House,12,Jeff Jones,REP,337
Wayne,"City of Taylor, Precinct 15",U.S. House,12,Gary Walkowicz,WCP,50
Wayne,"City of Taylor, Precinct 15",U.S. House,12,Write-Ins,"",2
Wayne,"City of Taylor, Precinct 16",U.S. House,12,Debbie Dingell,DEM,437
Wayne,"City of Taylor, Precinct 16",U.S. House,12,Jeff Jones,REP,516
Wayne,"City of Taylor, Precinct 16",U.S. House,12,Gary Walkowicz,WCP,34
Wayne,"City of Taylor, Precinct 16",U.S. House,12,Write-Ins,"",1
Wayne,"City of Taylor, Precinct 17",U.S. House,12,Debbie Dingell,DEM,858
Wayne,"City of Taylor, Precinct 17",U.S. House,12,Jeff Jones,REP,464
Wayne,"City of Taylor, Precinct 17",U.S. House,12,Gary Walkowicz,WCP,50
Wayne,"City of Taylor, Precinct 17",U.S. House,12,Write-Ins,"",2
Wayne,"City of Taylor, Precinct 18",U.S. House,12,Debbie Dingell,DEM,839
Wayne,"City of Taylor, Precinct 18",U.S. House,12,Jeff Jones,REP,560
Wayne,"City of Taylor, Precinct 18",U.S. House,12,Gary Walkowicz,WCP,55
Wayne,"City of Taylor, Precinct 18",U.S. House,12,Write-Ins,"",3
Wayne,"City of Taylor, Precinct 19",U.S. House,12,Debbie Dingell,DEM,552
Wayne,"City of Taylor, Precinct 19",U.S. House,12,Jeff Jones,REP,194
Wayne,"City of Taylor, Precinct 19",U.S. House,12,Gary Walkowicz,WCP,36
Wayne,"City of Taylor, Precinct 19",U.S. House,12,Write-Ins,"",2
Wayne,"City of Taylor, Precinct 20",U.S. House,12,Debbie Dingell,DEM,560
Wayne,"City of Taylor, Precinct 20",U.S. House,12,Jeff Jones,REP,341
Wayne,"City of Taylor, Precinct 20",U.S. House,12,Gary Walkowicz,WCP,33
Wayne,"City of Taylor, Precinct 20",U.S. House,12,Write-Ins,"",0
Wayne,"City of Taylor, Precinct 21",U.S. House,12,Debbie Dingell,DEM,636
Wayne,"City of Taylor, Precinct 21",U.S. House,12,Jeff Jones,REP,510
Wayne,"City of Taylor, Precinct 21",U.S. House,12,Gary Walkowicz,WCP,62
Wayne,"City of Taylor, Precinct 21",U.S. House,12,Write-Ins,"",1
Wayne,"City of Taylor, Precinct 22",U.S. House,12,Debbie Dingell,DEM,883
Wayne,"City of Taylor, Precinct 22",U.S. House,12,Jeff Jones,REP,388
Wayne,"City of Taylor, Precinct 22",U.S. House,12,Gary Walkowicz,WCP,62
Wayne,"City of Taylor, Precinct 22",U.S. House,12,Write-Ins,"",3
Wayne,"City of Taylor, Precinct 23",U.S. House,12,Debbie Dingell,DEM,762
Wayne,"City of Taylor, Precinct 23",U.S. House,12,Jeff Jones,REP,232
Wayne,"City of Taylor, Precinct 23",U.S. House,12,Gary Walkowicz,WCP,50
Wayne,"City of Taylor, Precinct 23",U.S. House,12,Write-Ins,"",1
Wayne,"City of Trenton, Precinct 1",U.S. House,12,Debbie Dingell,DEM,1010
Wayne,"City of Trenton, Precinct 1",U.S. House,12,Jeff Jones,REP,767
Wayne,"City of Trenton, Precinct 1",U.S. House,12,Gary Walkowicz,WCP,56
Wayne,"City of Trenton, Precinct 1",U.S. House,12,Write-Ins,"",4
Wayne,"City of Trenton, Precinct 2",U.S. House,12,Debbie Dingell,DEM,825
Wayne,"City of Trenton, Precinct 2",U.S. House,12,Jeff Jones,REP,873
Wayne,"City of Trenton, Precinct 2",U.S. House,12,Gary Walkowicz,WCP,28
Wayne,"City of Trenton, Precinct 2",U.S. House,12,Write-Ins,"",1
Wayne,"City of Trenton, Precinct 3",U.S. House,12,Debbie Dingell,DEM,803
Wayne,"City of Trenton, Precinct 3",U.S. House,12,Jeff Jones,REP,799
Wayne,"City of Trenton, Precinct 3",U.S. House,12,Gary Walkowicz,WCP,55
Wayne,"City of Trenton, Precinct 3",U.S. House,12,Write-Ins,"",4
Wayne,"City of Trenton, Precinct 4",U.S. House,12,Debbie Dingell,DEM,798
Wayne,"City of Trenton, Precinct 4",U.S. House,12,Jeff Jones,REP,691
Wayne,"City of Trenton, Precinct 4",U.S. House,12,Gary Walkowicz,WCP,43
Wayne,"City of Trenton, Precinct 4",U.S. House,12,Write-Ins,"",2
Wayne,"City of Trenton, Precinct 5",U.S. House,12,Debbie Dingell,DEM,1003
Wayne,"City of Trenton, Precinct 5",U.S. House,12,Jeff Jones,REP,970
Wayne,"City of Trenton, Precinct 5",U.S. House,12,Gary Walkowicz,WCP,64
Wayne,"City of Trenton, Precinct 5",U.S. House,12,Write-Ins,"",2
Wayne,"City of Trenton, Precinct 6",U.S. House,12,Debbie Dingell,DEM,691
Wayne,"City of Trenton, Precinct 6",U.S. House,12,Jeff Jones,REP,598
Wayne,"City of Trenton, Precinct 6",U.S. House,12,Gary Walkowicz,WCP,21
Wayne,"City of Trenton, Precinct 6",U.S. House,12,Write-Ins,"",3
Wayne,"City of Trenton, Precinct 7",U.S. House,12,Debbie Dingell,DEM,874
Wayne,"City of Trenton, Precinct 7",U.S. House,12,Jeff Jones,REP,705
Wayne,"City of Trenton, Precinct 7",U.S. House,12,Gary Walkowicz,WCP,41
Wayne,"City of Trenton, Precinct 7",U.S. House,12,Write-Ins,"",1
Wayne,"Charter Township of Van Buren, Precinct 1",U.S. House,12,Debbie Dingell,DEM,687
Wayne,"Charter Township of Van Buren, Precinct 1",U.S. House,12,Jeff Jones,REP,499
Wayne,"Charter Township of Van Buren, Precinct 1",U.S. House,12,Gary Walkowicz,WCP,56
Wayne,"Charter Township of Van Buren, Precinct 1",U.S. House,12,Write-Ins,"",1
Wayne,"Charter Township of Van Buren, Precinct 2",U.S. House,12,Debbie Dingell,DEM,1412
Wayne,"Charter Township of Van Buren, Precinct 2",U.S. House,12,Jeff Jones,REP,600
Wayne,"Charter Township of Van Buren, Precinct 2",U.S. House,12,Gary Walkowicz,WCP,75
Wayne,"Charter Township of Van Buren, Precinct 2",U.S. House,12,Write-Ins,"",4
Wayne,"Charter Township of Van Buren, Precinct 3",U.S. House,12,Debbie Dingell,DEM,1434
Wayne,"Charter Township of Van Buren, Precinct 3",U.S. House,12,Jeff Jones,REP,299
Wayne,"Charter Township of Van Buren, Precinct 3",U.S. House,12,Gary Walkowicz,WCP,47
Wayne,"Charter Township of Van Buren, Precinct 3",U.S. House,12,Write-Ins,"",5
Wayne,"Charter Township of Van Buren, Precinct 4",U.S. House,12,Debbie Dingell,DEM,1420
Wayne,"Charter Township of Van Buren, Precinct 4",U.S. House,12,Jeff Jones,REP,390
Wayne,"Charter Township of Van Buren, Precinct 4",U.S. House,12,Gary Walkowicz,WCP,43
Wayne,"Charter Township of Van Buren, Precinct 4",U.S. House,12,Write-Ins,"",5
Wayne,"Charter Township of Van Buren, Precinct 5",U.S. House,12,Debbie Dingell,DEM,848
Wayne,"Charter Township of Van Buren, Precinct 5",U.S. House,12,Jeff Jones,REP,527
Wayne,"Charter Township of Van Buren, Precinct 5",U.S. House,12,Gary Walkowicz,WCP,76
Wayne,"Charter Township of Van Buren, Precinct 5",U.S. House,12,Write-Ins,"",1
Wayne,"Charter Township of Van Buren, Precinct 6",U.S. House,12,Debbie Dingell,DEM,1068
Wayne,"Charter Township of Van Buren, Precinct 6",U.S. House,12,Jeff Jones,REP,359
Wayne,"Charter Township of Van Buren, Precinct 6",U.S. House,12,Gary Walkowicz,WCP,38
Wayne,"Charter Township of Van Buren, Precinct 6",U.S. House,12,Write-Ins,"",2
Wayne,"Charter Township of Van Buren, Precinct 7",U.S. House,12,Debbie Dingell,DEM,1350
Wayne,"Charter Township of Van Buren, Precinct 7",U.S. House,12,Jeff Jones,REP,800
Wayne,"Charter Township of Van Buren, Precinct 7",U.S. House,12,Gary Walkowicz,WCP,48
Wayne,"Charter Township of Van Buren, Precinct 7",U.S. House,12,Write-Ins,"",0
Wayne,"Charter Township of Van Buren, Precinct 8",U.S. House,12,Debbie Dingell,DEM,1297
Wayne,"Charter Township of Van Buren, Precinct 8",U.S. House,12,Jeff Jones,REP,814
Wayne,"Charter Township of Van Buren, Precinct 8",U.S. House,12,Gary Walkowicz,WCP,55
Wayne,"Charter Township of Van Buren, Precinct 8",U.S. House,12,Write-Ins,"",4
Wayne,"Charter Township of Van Buren, Precinct 9",U.S. House,12,Debbie Dingell,DEM,1010
Wayne,"Charter Township of Van Buren, Precinct 9",U.S. House,12,Jeff Jones,REP,526
Wayne,"Charter Township of Van Buren, Precinct 9",U.S. House,12,Gary Walkowicz,WCP,46
Wayne,"Charter Township of Van Buren, Precinct 9",U.S. House,12,Write-Ins,"",2
Wayne,"Charter Township of Van Buren, Precinct 10",U.S. House,12,Debbie Dingell,DEM,597
Wayne,"Charter Township of Van Buren, Precinct 10",U.S. House,12,Jeff Jones,REP,542
Wayne,"Charter Township of Van Buren, Precinct 10",U.S. House,12,Gary Walkowicz,WCP,47
Wayne,"Charter Township of Van Buren, Precinct 10",U.S. House,12,Write-Ins,"",4
Wayne,"City of Woodhaven, Precinct 1",U.S. House,12,Debbie Dingell,DEM,789
Wayne,"City of Woodhaven, Precinct 1",U.S. House,12,Jeff Jones,REP,657
Wayne,"City of Woodhaven, Precinct 1",U.S. House,12,Gary Walkowicz,WCP,41
Wayne,"City of Woodhaven, Precinct 1",U.S. House,12,Write-Ins,"",6
Wayne,"City of Woodhaven, Precinct 2",U.S. House,12,Debbie Dingell,DEM,989
Wayne,"City of Woodhaven, Precinct 2",U.S. House,12,Jeff Jones,REP,911
Wayne,"City of Woodhaven, Precinct 2",U.S. House,12,Gary Walkowicz,WCP,60
Wayne,"City of Woodhaven, Precinct 2",U.S. House,12,Write-Ins,"",1
Wayne,"City of Woodhaven, Precinct 3",U.S. House,12,Debbie Dingell,DEM,407
Wayne,"City of Woodhaven, Precinct 3",U.S. House,12,Jeff Jones,REP,325
Wayne,"City of Woodhaven, Precinct 3",U.S. House,12,Gary Walkowicz,WCP,29
Wayne,"City of Woodhaven, Precinct 3",U.S. House,12,Write-Ins,"",1
Wayne,"City of Woodhaven, Precinct 4",U.S. House,12,Debbie Dingell,DEM,538
Wayne,"City of Woodhaven, Precinct 4",U.S. House,12,Jeff Jones,REP,429
Wayne,"City of Woodhaven, Precinct 4",U.S. House,12,Gary Walkowicz,WCP,31
Wayne,"City of Woodhaven, Precinct 4",U.S. House,12,Write-Ins,"",1
Wayne,"City of Woodhaven, Precinct 5",U.S. House,12,Debbie Dingell,DEM,512
Wayne,"City of Woodhaven, Precinct 5",U.S. House,12,Jeff Jones,REP,407
Wayne,"City of Woodhaven, Precinct 5",U.S. House,12,Gary Walkowicz,WCP,29
Wayne,"City of Woodhaven, Precinct 5",U.S. House,12,Write-Ins,"",0
Wayne,"City of Woodhaven, Precinct 6",U.S. House,12,Debbie Dingell,DEM,714
Wayne,"City of Woodhaven, Precinct 6",U.S. House,12,Jeff Jones,REP,594
Wayne,"City of Woodhaven, Precinct 6",U.S. House,12,Gary Walkowicz,WCP,36
Wayne,"City of Woodhaven, Precinct 6",U.S. House,12,Write-Ins,"",4
Wayne,"City of Wyandotte, Precinct 1",U.S. House,12,Debbie Dingell,DEM,555
Wayne,"City of Wyandotte, Precinct 1",U.S. House,12,Jeff Jones,REP,408
Wayne,"City of Wyandotte, Precinct 1",U.S. House,12,Gary Walkowicz,WCP,61
Wayne,"City of Wyandotte, Precinct 1",U.S. House,12,Write-Ins,"",2
Wayne,"City of Wyandotte, Precinct 2",U.S. House,12,Debbie Dingell,DEM,983
Wayne,"City of Wyandotte, Precinct 2",U.S. House,12,Jeff Jones,REP,633
Wayne,"City of Wyandotte, Precinct 2",U.S. House,12,Gary Walkowicz,WCP,57
Wayne,"City of Wyandotte, Precinct 2",U.S. House,12,Write-Ins,"",2
Wayne,"City of Wyandotte, Precinct 3",U.S. House,12,Debbie Dingell,DEM,682
Wayne,"City of Wyandotte, Precinct 3",U.S. House,12,Jeff Jones,REP,522
Wayne,"City of Wyandotte, Precinct 3",U.S. House,12,Gary Walkowicz,WCP,50
Wayne,"City of Wyandotte, Precinct 3",U.S. House,12,Write-Ins,"",1
Wayne,"City of Wyandotte, Precinct 4",U.S. House,12,Debbie Dingell,DEM,847
Wayne,"City of Wyandotte, Precinct 4",U.S. House,12,Jeff Jones,REP,638
Wayne,"City of Wyandotte, Precinct 4",U.S. House,12,Gary Walkowicz,WCP,70
Wayne,"City of Wyandotte, Precinct 4",U.S. House,12,Write-Ins,"",2
Wayne,"City of Wyandotte, Precinct 5",U.S. House,12,Debbie Dingell,DEM,847
Wayne,"City of Wyandotte, Precinct 5",U.S. House,12,Jeff Jones,REP,715
Wayne,"City of Wyandotte, Precinct 5",U.S. House,12,Gary Walkowicz,WCP,86
Wayne,"City of Wyandotte, Precinct 5",U.S. House,12,Write-Ins,"",2
Wayne,"City of Wyandotte, Precinct 6",U.S. House,12,Debbie Dingell,DEM,860
Wayne,"City of Wyandotte, Precinct 6",U.S. House,12,Jeff Jones,REP,667
Wayne,"City of Wyandotte, Precinct 6",U.S. House,12,Gary Walkowicz,WCP,81
Wayne,"City of Wyandotte, Precinct 6",U.S. House,12,Write-Ins,"",6
Wayne,"City of Wyandotte, Precinct 7",U.S. House,12,Debbie Dingell,DEM,554
Wayne,"City of Wyandotte, Precinct 7",U.S. House,12,Jeff Jones,REP,493
Wayne,"City of Wyandotte, Precinct 7",U.S. House,12,Gary Walkowicz,WCP,42
Wayne,"City of Wyandotte, Precinct 7",U.S. House,12,Write-Ins,"",0
Wayne,"City of Wyandotte, Precinct 8",U.S. House,12,Debbie Dingell,DEM,804
Wayne,"City of Wyandotte, Precinct 8",U.S. House,12,Jeff Jones,REP,589
Wayne,"City of Wyandotte, Precinct 8",U.S. House,12,Gary Walkowicz,WCP,48
Wayne,"City of Wyandotte, Precinct 8",U.S. House,12,Write-Ins,"",0
Wayne,"City of Wyandotte, Precinct 9",U.S. House,12,Debbie Dingell,DEM,1075
Wayne,"City of Wyandotte, Precinct 9",U.S. House,12,Jeff Jones,REP,749
Wayne,"City of Wyandotte, Precinct 9",U.S. House,12,Gary Walkowicz,WCP,70
Wayne,"City of Wyandotte, Precinct 9",U.S. House,12,Write-Ins,"",3
Wayne,"City of Wyandotte, Precinct 10",U.S. House,12,Debbie Dingell,DEM,546
Wayne,"City of Wyandotte, Precinct 10",U.S. House,12,Jeff Jones,REP,457
Wayne,"City of Wyandotte, Precinct 10",U.S. House,12,Gary Walkowicz,WCP,37
Wayne,"City of Wyandotte, Precinct 10",U.S. House,12,Write-Ins,"",2
Wayne,"City of Detroit, Precinct 10",U.S. House,13,Rashida Tlaib,DEM,136
Wayne,"City of Detroit, Precinct 10",U.S. House,13,David Dudenhoefer,REP,4
Wayne,"City of Detroit, Precinct 10",U.S. House,13,Articia Bomer,UST,2
Wayne,"City of Detroit, Precinct 10",U.S. House,13,Sam Johnson,WCP,0
Wayne,"City of Detroit, Precinct 10",U.S. House,13,D. Etta Wilcoxon,GRN,1
Wayne,"City of Detroit, Precinct 10",U.S. House,13,Write-Ins,"",2
Wayne,"City of Detroit, Precinct 28",U.S. House,13,Rashida Tlaib,DEM,22
Wayne,"City of Detroit, Precinct 28",U.S. House,13,David Dudenhoefer,REP,3
Wayne,"City of Detroit, Precinct 28",U.S. House,13,Articia Bomer,UST,0
Wayne,"City of Detroit, Precinct 28",U.S. House,13,Sam Johnson,WCP,0
Wayne,"City of Detroit, Precinct 28",U.S. House,13,D. Etta Wilcoxon,GRN,0
Wayne,"City of Detroit, Precinct 28",U.S. House,13,Write-Ins,"",0
Wayne,"City of Detroit, Precinct 36",U.S. House,13,Rashida Tlaib,DEM,49
Wayne,"City of Detroit, Precinct 36",U.S. House,13,David Dudenhoefer,REP,0
Wayne,"City of Detroit, Precinct 36",U.S. House,13,Articia Bomer,UST,0
Wayne,"City of Detroit, Precinct 36",U.S. House,13,Sam Johnson,WCP,2
Wayne,"City of Detroit, Precinct 36",U.S. House,13,D. Etta Wilcoxon,GRN,0
Wayne,"City of Detroit, Precinct 36",U.S. House,13,Write-Ins,"",0
Wayne,"City of Detroit, Precinct 56",U.S. House,13,Rashida Tlaib,DEM,152
Wayne,"City of Detroit, Precinct 56",U.S. House,13,David Dudenhoefer,REP,5
Wayne,"City of Detroit, Precinct 56",U.S. House,13,Articia Bomer,UST,1
Wayne,"City of Detroit, Precinct 56",U.S. House,13,Sam Johnson,WCP,3
Wayne,"City of Detroit, Precinct 56",U.S. House,13,D. Etta Wilcoxon,GRN,1
Wayne,"City of Detroit, Precinct 56",U.S. House,13,Write-Ins,"",1
Wayne,"City of Detroit, Precinct 97",U.S. House,13,Rashida Tlaib,DEM,90
Wayne,"City of Detroit, Precinct 97",U.S. House,13,David Dudenhoefer,REP,3
Wayne,"City of Detroit, Precinct 97",U.S. House,13,Articia Bomer,UST,2
Wayne,"City of Detroit, Precinct 97",U.S. House,13,Sam Johnson,WCP,2
Wayne,"City of Detroit, Precinct 97",U.S. House,13,D. Etta Wilcoxon,GRN,0
Wayne,"City of Detroit, Precinct 97",U.S. House,13,Write-Ins,"",0
Wayne,"City of Detroit, Precinct 98",U.S. House,13,Rashida Tlaib,DEM,164
Wayne,"City of Detroit, Precinct 98",U.S. House,13,David Dudenhoefer,REP,14
Wayne,"City of Detroit, Precinct 98",U.S. House,13,Articia Bomer,UST,1
Wayne,"City of Detroit, Precinct 98",U.S. House,13,Sam Johnson,WCP,0
Wayne,"City of Detroit, Precinct 98",U.S. House,13,D. Etta Wilcoxon,GRN,0
Wayne,"City of Detroit, Precinct 98",U.S. House,13,Write-Ins,"",0
Wayne,"City of Detroit, Precinct 99",U.S. House,13,Rashida Tlaib,DEM,55
Wayne,"City of Detroit, Precinct 99",U.S. House,13,David Dudenhoefer,REP,7
Wayne,"City of Detroit, Precinct 99",U.S. House,13,Articia Bomer,UST,0
Wayne,"City of Detroit, Precinct 99",U.S. House,13,Sam Johnson,WCP,0
Wayne,"City of Detroit, Precinct 99",U.S. House,13,D. Etta Wilcoxon,GRN,1
Wayne,"City of Detroit, Precinct 99",U.S. House,13,Write-Ins,"",0
Wayne,"City of Detroit, Precinct 100",U.S. House,13,Rashida Tlaib,DEM,65
Wayne,"City of Detroit, Precinct 100",U.S. House,13,David Dudenhoefer,REP,5
Wayne,"City of Detroit, Precinct 100",U.S. House,13,Articia Bomer,UST,1
